Date,"Matcha","Bubble tea","Tea","Hot chocolate","Espresso","Latte macchiato","Cappuccino","Chai latte","Pumpkin spice latte","Iced coffee"
2024-02-05,3202,4014,2501,466,1617,483,1934,1,3,185
2024-02-06,3205,3549,2623,514,1582,498,1995,1,0,166
2024-02-07,2860,5025,2409,438,1590,514,1958,3,1,159
2024-02-08,2894,4153,2206,431,1665,449,2009,2,1,159
2024-02-09,2719,3659,2132,423,1399,496,2083,1,0,186
2024-02-10,3283,4529,2135,387,1538,621,2367,0,0,195
2024-02-11,3243,4048,2281,421,1554,560,2291,1,2,201
2024-02-12,2536,3088,2288,391,1445,493,1904,1,1,210
2024-02-13,2605,3190,2419,395,1607,505,1924,0,2,194
2024-02-14,2582,4012,2335,406,1554,545,2039,1,3,188
2024-02-15,2744,3845,2359,422,1575,488,2060,4,0,195
2024-02-16,2781,3503,2308,319,1581,532,1970,1,4,185
2024-02-17,3166,4531,2212,460,1702,643,2237,3,2,236
2024-02-18,3542,4243,2281,451,1909,625,2423,0,1,255
2024-02-19,2920,3798,2346,457,1724,584,2234,4,6,192
2024-02-20,2823,3575,2341,420,1610,543,1954,3,5,234
2024-02-21,2793,3311,2488,433,1625,600,1965,2,5,202
2024-02-22,3012,3533,2593,429,1773,573,1912,3,0,240
2024-02-23,2906,3627,2263,399,1522,570,2005,3,1,220
2024-02-24,3738,4491,2123,407,1742,628,2273,1,7,194
2024-02-25,3951,4652,2263,431,1666,650,2178,1,3,255
2024-02-26,3233,3483,2475,410,1638,503,2011,0,4,194
2024-02-27,3074,3449,2398,392,1513,516,2029,3,0,183
2024-02-28,3253,3385,2406,481,1586,491,2004,2,3,220
2024-02-29,3201,3438,2336,452,1631,621,1981,1,1,200
2024-03-01,3444,3655,2305,373,1441,613,2028,2,0,199
2024-03-02,3642,4349,2122,352,1502,610,2156,0,1,248
2024-03-03,3892,5339,2243,420,1626,686,2137,1,1,237
2024-03-04,3296,4155,2494,411,1507,505,1839,1,1,214
2024-03-05,3300,4350,2398,372,1727,553,1855,1,2,285
2024-03-06,3048,3481,2445,357,1554,586,1887,1,0,274
2024-03-07,3804,3613,2250,355,1589,500,1901,0,4,282
2024-03-08,4266,3702,2087,344,1435,525,1976,0,3,223
2024-03-09,4635,4251,1976,349,1498,660,2220,2,2,231
2024-03-10,4853,4246,2133,375,1996,667,2586,2,1,256
2024-03-11,4113,3415,2570,471,5778,801,10240,4,0,282
2024-03-12,4161,3152,2225,368,1884,498,2651,2,1,256
2024-03-13,3841,3240,2388,389,1603,457,1850,1,2,243
2024-03-14,4563,4048,2264,352,1650,546,1827,3,2,247
2024-03-15,4279,4026,2074,325,1533,554,1772,77,5,216
2024-03-16,5030,4123,1941,312,1617,597,1936,3,1,210
2024-03-17,5263,4068,2023,374,1613,565,1894,3,2,251
2024-03-18,3985,3287,2202,367,1465,519,1742,5,3,201
2024-03-19,3938,3175,2288,325,1547,530,1763,1,2,225
2024-03-20,3903,3306,2179,349,1549,505,1796,0,2,200
2024-03-21,3750,3441,2049,369,1472,518,1784,2,7,244
2024-03-22,3761,3492,1942,328,1383,598,1849,1,11,213
2024-03-23,4274,4159,1882,377,1476,667,2136,3,1,233
2024-03-24,4504,3878,1967,350,1561,689,2105,1,1,242
2024-03-25,3709,3279,1982,314,1532,578,2030,2,2,206
2024-03-26,3445,3383,2072,391,1471,519,1967,1,0,193
2024-03-27,3449,3589,1938,353,1497,577,1786,1,2,217
2024-03-28,3645,3435,1968,336,1643,543,1898,4,1,197
2024-03-29,3804,3918,1946,340,1510,600,1907,2,1,253
2024-03-30,4098,4178,1872,367,1516,672,2043,2,1,271
2024-03-31,4171,3860,1922,352,1629,613,1927,0,2,266
2024-04-01,3650,3346,1923,318,1470,573,1625,0,1,242
2024-04-02,3550,3803,2119,281,1504,559,1703,1,0,216
2024-04-03,3280,3574,2130,337,1554,523,1837,1,0,249
2024-04-04,3480,3492,2239,368,1507,505,1813,1,3,241
2024-04-05,3538,3669,2257,330,1559,639,1923,0,0,298
2024-04-06,3899,4371,1901,309,1528,587,1980,1,0,322
2024-04-07,4060,4105,1873,283,1478,615,1977,1,2,326
2024-04-08,3447,3344,1953,296,1363,527,1768,3,2,270
2024-04-09,3926,3288,2249,328,1468,560,1768,2,2,301
2024-04-10,4115,3495,2511,329,1521,578,1812,0,1,268
2024-04-11,4047,3642,2531,320,1609,571,1823,1,2,284
2024-04-12,3993,3633,2231,328,1678,639,1908,1,1,277
2024-04-13,4247,4231,2166,291,1661,634,2003,6,0,301
2024-04-14,4145,4173,1927,313,1546,712,2198,1,2,312
2024-04-15,3437,3291,2106,374,1628,537,1972,2,1,270
2024-04-16,3440,3367,2108,341,1684,522,1785,2,7,276
2024-04-17,3386,3328,2040,286,1625,498,1856,2,1,260
2024-04-18,3381,3497,2062,304,1671,506,1744,1,2,271
2024-04-19,3539,3721,1978,347,1588,578,1628,1,2,258
2024-04-20,3865,4961,1929,333,1602,652,1984,0,1,259
2024-04-21,4129,4909,1999,345,1699,641,1931,0,2,288
2024-04-22,3523,3915,2134,346,1715,575,1768,0,0,286
2024-04-23,3525,4763,2124,344,1667,506,1826,1,2,250
2024-04-24,3411,4962,2156,314,1718,560,1803,0,3,260
2024-04-25,3608,4237,2155,342,1725,567,1831,1,1,299
2024-04-26,3524,4084,1936,310,1668,576,1978,1,1,301
2024-04-27,3827,4861,1825,298,1656,603,2059,0,3,284
2024-04-28,3968,4675,1940,319,1775,602,2091,1,1,362
2024-04-29,3512,3910,2259,319,1848,581,1788,2,0,315
2024-04-30,3239,4939,2068,338,1798,541,1920,0,0,352
2024-05-01,3614,4515,2060,295,1808,535,1943,2,1,405
2024-05-02,4471,3853,2214,314,1839,519,2062,4,3,394
2024-05-03,3699,3992,1893,298,1810,518,1926,2,2,375
2024-05-04,3901,4402,2013,295,1840,662,2275,4,0,337
2024-05-05,3727,4489,1946,334,1893,681,2417,0,3,421
2024-05-06,3409,3954,2036,301,1745,577,1920,0,1,352
2024-05-07,3052,4106,2078,340,1780,585,1997,1,2,330
2024-05-08,3063,4299,2168,362,1706,582,2209,1,2,342
2024-05-09,2979,4027,1847,317,1812,574,1886,1,0,381
2024-05-10,2814,3422,1572,279,1503,495,1717,0,2,381
2024-05-11,3046,3703,1438,275,1393,595,1800,0,2,388
2024-05-12,3334,3874,1476,336,1591,606,1933,3,1,359
2024-05-13,2791,2938,1593,399,1607,549,1629,0,0,338
2024-05-14,2704,2924,1711,327,1554,496,1687,4,0,319
2024-05-15,2860,2995,1704,397,1446,525,1717,1,1,340
2024-05-16,2864,3452,2097,310,1547,566,1620,2,2,342
2024-05-17,2844,4817,1556,334,1394,584,1651,1,0,371
2024-05-18,3173,3954,1438,392,1559,658,1776,0,1,426
2024-05-19,3581,3739,1636,325,1550,651,1892,0,2,510
2024-05-20,3043,3282,1766,311,1494,569,1691,1,1,411
2024-05-21,3096,3248,2321,305,1606,589,1741,1,5,388
2024-05-22,3121,3180,1669,278,1521,542,1725,0,0,411
2024-05-23,2981,3582,1612,303,1524,537,1735,3,5,386
2024-05-24,2183,3520,1402,276,1484,560,1700,1,0,387
2024-05-25,2410,3936,1418,304,1452,660,1761,4,0,449
2024-05-26,2462,3878,1421,318,1520,698,2016,2,1,465
2024-05-27,2236,3378,1632,299,1614,610,2047,2,2,404
2024-05-28,2148,3035,1738,325,1570,537,1924,0,1,445
2024-05-29,1970,3135,1640,330,1569,569,1591,2,0,359
2024-05-30,2007,3369,2595,303,1466,567,1662,0,0,423
2024-05-31,2228,3285,1558,326,1497,623,1731,1,2,370
2024-06-01,2215,3743,1356,309,1491,675,1784,2,1,390
2024-06-02,2365,3793,1440,313,1836,638,1821,0,1,486
2024-06-03,2226,3056,1525,288,1700,515,1905,3,0,326
2024-06-04,2341,2738,1496,338,1695,562,1607,2,2,400
2024-06-05,2753,2820,1482,328,1657,587,1625,2,0,499
2024-06-06,2562,2804,1508,302,1574,530,1616,1,1,383
2024-06-07,2201,3086,1468,263,1658,576,1536,3,0,392
2024-06-08,2310,3678,1395,293,1594,693,1802,3,0,475
2024-06-09,2412,3515,1409,305,1645,613,1776,1,1,465
2024-06-10,2095,3260,1639,343,1585,536,1654,1,0,364
2024-06-11,2013,2876,1626,313,1635,503,1698,3,0,338
2024-06-12,2089,2770,1583,280,1545,527,1636,1,0,352
2024-06-13,2094,2833,1482,258,1680,547,1557,2,2,317
2024-06-14,2103,3008,1451,266,1571,547,1536,0,1,347
2024-06-15,2306,3584,1488,270,1585,624,1588,0,0,412
2024-06-16,3053,3538,2623,315,1621,619,1665,1,1,438
2024-06-17,2372,2828,1662,305,1583,551,1530,0,2,437
2024-06-18,2119,2782,1559,273,1613,518,1456,0,3,483
2024-06-19,2164,2724,1672,292,1587,536,1720,2,2,494
2024-06-20,2213,2825,1589,278,1669,511,1583,0,0,420
2024-06-21,2181,2928,1424,245,1568,560,1511,0,0,484
2024-06-22,2437,3935,1437,284,1718,673,1614,0,3,551
2024-06-23,2368,3525,1413,247,1665,639,1612,0,1,563
2024-06-24,2180,2787,1494,336,1548,551,1418,1,4,402
2024-06-25,2011,2854,1507,305,1644,559,1438,1,2,491
2024-06-26,2065,3063,1722,271,1723,569,1545,2,4,604
2024-06-27,2517,2996,1681,274,1603,523,1550,0,2,504
2024-06-28,2033,3089,1452,276,1520,573,1598,1,3,580
2024-06-29,2278,3178,1267,272,1357,614,1681,1,0,604
2024-06-30,2218,3337,1464,310,1434,636,1775,1,0,769
2024-07-01,1928,2746,1481,309,1363,538,1664,2,1,429
2024-07-02,1911,2712,1551,295,1435,573,1561,1,3,339
2024-07-03,1915,2622,1451,272,1421,582,1533,0,2,332
2024-07-04,1961,2779,1612,284,1406,530,1810,2,1,375
2024-07-05,1997,2674,1444,289,1332,555,1520,2,2,407
2024-07-06,2209,3197,1410,292,1383,673,1662,3,2,489
2024-07-07,2218,3127,1574,326,1437,661,1695,0,3,541
2024-07-08,2056,2784,1525,296,1501,603,1525,0,1,465
2024-07-09,1977,2893,1459,257,1540,549,1678,3,1,571
2024-07-10,2110,2634,1503,259,1634,519,1507,2,0,659
2024-07-11,2274,2643,1410,258,1403,517,1576,1,0,640
2024-07-12,2136,2731,1405,332,1458,601,1560,2,0,567
2024-07-13,2367,2968,1366,262,1374,680,1746,1,1,630
2024-07-14,2260,2685,1353,275,1251,573,1502,2,1,601
2024-07-15,2061,2739,1593,292,1306,475,1486,1,3,528
2024-07-16,2166,2417,1692,265,1367,470,1492,1,1,478
2024-07-17,2175,2689,1709,285,1879,507,1243,1,6,470
2024-07-18,2518,2753,1569,271,1362,520,1304,1,2,471
2024-07-19,2460,2721,1442,261,1299,487,1164,1,2,413
2024-07-20,2638,3330,1450,277,1427,544,1337,4,0,542
2024-07-21,2732,3186,1510,274,1448,561,1340,2,1,661
2024-07-22,2516,2625,1494,296,1376,540,1224,1,2,488
2024-07-23,2374,2505,1627,305,1450,458,1309,4,4,413
2024-07-24,2280,2716,1455,312,1279,565,1374,1,4,418
2024-07-25,2475,2809,1512,309,1415,541,1492,1,1,373
2024-07-26,2588,2943,1481,300,1317,491,1305,3,2,392
2024-07-27,2598,3092,1429,299,1282,532,1408,3,0,489
2024-07-28,2758,3057,1417,299,1239,549,1460,2,1,444
2024-07-29,2349,2523,1459,284,1269,445,1426,1,3,401
2024-07-30,2302,2601,1470,286,1288,519,1389,0,0,476
2024-07-31,2556,2634,1512,273,1296,473,1297,2,1,415
2024-08-01,2388,2604,1427,269,1275,526,1318,1,0,351
2024-08-02,2396,2587,1400,274,1319,495,1198,2,1,369
2024-08-03,2401,2901,1291,273,1199,527,1332,1,1,362
2024-08-04,2548,2966,1365,336,1283,576,1271,1,0,399
2024-08-05,2189,2602,1440,304,1249,439,1249,0,2,513
2024-08-06,2148,2493,1444,287,1279,490,1262,1,1,350
2024-08-07,2311,2530,1356,283,1298,477,1170,0,2,376
2024-08-08,2153,2572,1334,315,1382,479,1207,0,3,316
2024-08-09,2256,2657,1226,275,1258,525,1170,2,1,372
2024-08-10,2389,2801,1233,256,1333,582,1267,2,2,375
2024-08-11,2542,3165,1288,306,1407,530,1317,2,0,469
2024-08-12,2151,2726,1436,298,1396,479,1291,0,2,395
2024-08-13,2312,2648,1369,314,1379,499,1722,0,0,418
2024-08-14,2411,2625,1444,306,1306,513,1584,4,6,384
2024-08-15,2170,2638,1374,270,1392,593,1541,4,2,452
2024-08-16,2235,2590,1275,328,1351,505,1449,1,3,516
2024-08-17,2557,3012,1269,320,1334,582,1290,1,1,521
2024-08-18,2689,3041,1415,313,1354,663,1344,0,6,542
2024-08-19,2332,2371,1431,282,1360,527,1582,2,3,436
2024-08-20,2427,2410,1468,304,1303,537,1355,0,2,374
2024-08-21,2486,2476,1479,295,1384,561,1379,2,3,390
2024-08-22,2400,2451,1564,333,1360,568,1293,1,7,353
2024-08-23,2407,2396,1559,327,1456,557,1226,1,8,424
2024-08-24,2724,2634,1330,314,1482,577,1464,1,3,441
2024-08-25,2860,2749,1551,351,1420,587,1687,1,6,478
2024-08-26,2930,2442,1612,323,1752,537,1572,0,15,404
2024-08-27,2626,2241,1629,288,1467,501,1613,1,6,382
2024-08-28,2482,2218,1626,293,1430,495,1604,4,4,391
2024-08-29,2304,2313,1516,306,1527,503,2272,2,8,389
2024-08-30,2312,3217,1377,296,1403,641,1460,3,3,338
2024-08-31,2574,2819,1391,278,1381,571,1457,2,2,373
2024-09-01,2713,2754,1476,320,1347,487,1390,4,3,374
2024-09-02,2465,2477,1545,303,1418,509,1424,1,3,324
2024-09-03,2345,2207,1503,288,1410,481,1438,2,7,316
2024-09-04,2178,2164,1435,291,1328,486,1389,0,5,289
2024-09-05,2368,2056,1769,311,1320,506,1363,2,8,295
2024-09-06,2259,2211,1342,271,1318,522,1355,0,2,270
2024-09-07,2613,2621,1340,280,1340,595,1364,1,2,311
2024-09-08,2808,2625,1514,337,1291,597,1370,1,4,377
2024-09-09,2355,1956,1524,360,1378,515,1345,1,2,273
2024-09-10,2301,1973,1544,329,1392,529,1438,1,1,241
2024-09-11,2464,2098,1510,344,1362,519,1305,0,1,265
2024-09-12,2351,2165,1626,366,1419,548,1388,0,1,271
2024-09-13,2468,2099,1487,320,1491,507,1424,2,4,240
2024-09-14,2801,2582,1404,308,1381,590,1408,6,2,234
2024-09-15,2934,2537,1558,339,1460,600,1438,3,3,260
2024-09-16,2415,2111,1716,335,1370,470,1387,3,6,277
2024-09-17,2569,2186,1578,369,1348,561,1305,2,3,295
2024-09-18,2798,2076,1719,395,1481,570,1330,2,3,232
2024-09-19,2817,2434,1579,418,1414,570,1378,1,4,260
2024-09-20,2662,5809,1563,380,1452,570,1400,1,3,261
2024-09-21,2915,3066,1491,353,1450,620,1452,2,3,225
2024-09-22,2972,2677,1703,358,1396,651,1396,1,5,281
2024-09-23,2570,2135,1676,354,1366,597,1402,3,2,250
2024-09-24,2967,2220,1669,418,1553,515,1414,2,2,247
2024-09-25,3139,2346,1775,368,1455,568,1444,1,2,198
2024-09-26,3046,2271,1626,417,1396,542,1539,0,2,200
2024-09-27,2957,2311,1482,354,1344,521,1376,0,7,237
2024-09-28,3470,2740,1612,349,1385,607,1512,3,2,607
2024-09-29,3582,2598,1662,376,1532,703,1472,1,1,673
2024-09-30,2761,2205,1696,360,1510,516,1362,1,1,496
2024-10-01,2662,2100,1551,364,1394,524,1418,3,2,671
2024-10-02,2886,2219,1693,379,1408,534,1375,1,6,514
2024-10-03,2987,1982,1690,414,1419,567,1373,2,4,349
2024-10-04,2823,2115,1578,356,1440,563,1431,1,4,262
2024-10-05,3360,4999,1469,418,1390,630,1447,2,1,268
2024-10-06,3452,2645,1688,407,1482,592,1588,4,1,272
2024-10-07,2937,2049,1621,351,1403,510,1381,0,3,259
2024-10-08,2992,2022,1659,398,1462,532,1430,1,1,238
2024-10-09,2967,1992,1710,345,1411,493,1471,2,2,211
2024-10-10,2919,2034,1868,382,1522,530,1487,0,4,196
2024-10-11,3121,4249,1537,374,1374,507,1367,0,2,209
2024-10-12,3321,6787,1527,396,1500,659,1529,0,2,216
2024-10-13,3452,6811,1857,401,1578,677,1608,2,3,212
2024-10-14,3734,8371,1935,432,1506,515,1571,1,2,237
2024-10-15,3397,8409,1814,425,1575,483,1558,2,2,243
2024-10-16,3297,7491,1810,474,1650,488,1580,1,1,269
2024-10-17,3307,6649,1920,477,1597,500,1642,0,5,226
2024-10-18,3210,3932,1745,441,1542,585,1571,3,4,227
2024-10-19,3835,3887,1685,427,1700,736,1723,4,8,288
2024-10-20,3585,3329,1812,451,1496,633,1656,1,6,246
2024-10-21,3244,3341,1870,425,1557,461,1463,2,5,229
2024-10-22,3601,3149,1880,416,1493,477,1508,2,4,241
2024-10-23,3341,3091,1971,385,1563,509,1500,2,1,222
2024-10-24,3299,2576,2988,464,1452,458,1468,6,3,217
2024-10-25,3314,2501,1788,368,1532,470,1546,2,2,202
2024-10-26,3725,2654,1474,455,1411,613,1563,2,4,228
2024-10-27,3929,2912,1701,470,1517,564,1620,2,3,270
2024-10-28,3414,2421,1799,448,1553,511,1465,1,5,271
2024-10-29,3375,2101,1642,445,1421,458,1454,1,2,273
2024-10-30,3366,2102,1735,431,1432,499,1462,1,4,214
2024-10-31,3267,2014,1687,399,1277,501,1467,2,2,250
2024-11-01,3398,2147,1629,453,1291,564,1459,1,2,204
2024-11-02,3677,2333,1607,494,1405,633,1598,1,0,235
2024-11-03,3805,2400,1713,567,1491,604,1650,0,3,215
2024-11-04,3380,2031,1824,491,1357,476,1589,2,1,198
2024-11-05,3070,2000,1694,528,1321,525,1728,3,4,216
2024-11-06,2741,1813,1528,454,1232,399,1486,2,1,198
2024-11-07,3262,2148,1601,510,1328,439,1797,3,0,233
2024-11-08,3281,2135,1649,534,1379,508,2382,1,0,217
2024-11-09,3620,2477,1748,557,1433,517,1817,2,0,225
2024-11-10,3825,2454,1777,594,1493,594,1625,1,1,200
2024-11-11,3376,6123,1829,560,1532,486,1601,2,1,216
2024-11-12,3354,2047,1739,596,1434,451,1483,0,2,205
2024-11-13,3456,1951,1779,568,1468,459,1414,0,8,217
2024-11-14,3631,2004,1874,547,1537,444,1526,1,3,240
2024-11-15,3405,2529,2179,547,1541,491,1586,1,1,234
2024-11-16,3711,2678,1899,557,1553,513,1558,0,1,208
2024-11-17,3971,2427,1855,652,1501,510,1519,0,0,244
2024-11-18,3402,1975,1942,598,1517,424,1377,1,1,195
2024-11-19,3528,2023,1898,546,1477,417,1430,1,1,217
2024-11-20,3278,2768,1798,601,1393,487,1348,1,3,236
2024-11-21,3195,16590,1871,655,1495,528,1427,2,2,208
2024-11-22,3062,4878,1603,640,1375,481,1402,1,2,215
2024-11-23,3559,2318,1602,670,1637,569,1500,1,1,232
2024-11-24,3531,2289,1827,697,1507,509,1574,0,2,232
2024-11-25,2995,2033,1654,685,1484,433,1312,3,1,220
2024-11-26,2921,1981,2262,640,1460,516,1383,1,1,251
2024-11-27,2756,1852,1787,644,1406,485,1343,2,1,203
2024-11-28,2585,1787,1672,594,1476,466,1375,3,0,170
2024-11-29,2647,1896,1642,651,1507,552,1439,2,1,214
2024-11-30,2961,2105,1528,748,1622,614,1532,1,1,151
2024-12-01,3172,2057,1826,867,1453,581,1561,1,4,197
2024-12-02,2826,1818,1853,824,1447,430,1300,2,2,221
2024-12-03,2800,1734,1702,955,1486,491,1393,0,1,148
2024-12-04,2810,1669,1643,890,1417,426,1335,1,1,174
2024-12-05,2572,1756,1700,909,1484,469,1366,2,0,177
2024-12-06,2754,1826,1531,883,1391,492,1354,1,1,180
2024-12-07,2949,1916,1409,890,1480,563,1457,3,2,190
2024-12-08,2934,1950,1698,962,1436,507,1498,2,3,210
2024-12-09,2630,1765,1687,975,1462,445,1302,1,2,183
2024-12-10,2573,1716,1675,849,1410,452,1339,2,1,197
2024-12-11,2798,1714,1707,885,1490,411,1360,0,4,193
2024-12-12,3845,1747,1656,930,1470,434,1287,4,1,196
2024-12-13,3720,2164,1580,961,1320,500,1299,3,2,209
2024-12-14,3543,1970,1405,864,1312,641,1458,2,4,219
2024-12-15,3215,2008,1597,873,1320,787,1400,1,5,223
2024-12-16,2782,1726,1624,905,1351,475,1181,2,5,160
2024-12-17,2792,1761,1644,936,1301,438,1257,0,4,177
2024-12-18,2749,1745,1670,888,1329,520,1358,1,4,225
2024-12-19,2898,1716,1735,960,1354,518,1356,1,1,181
2024-12-20,2702,1864,1566,930,1387,566,1296,0,0,199
2024-12-21,3010,2123,1431,892,1358,726,1439,0,0,216
2024-12-22,3217,2179,1590,921,1422,663,1363,0,1,189
2024-12-23,3064,1994,1467,951,1377,667,1381,2,2,190
2024-12-24,3415,1855,1511,951,1353,600,1246,0,0,162
2024-12-25,3081,1838,1498,1094,1496,620,1352,2,0,172
2024-12-26,2992,1894,1585,823,1566,674,1310,2,2,216
2024-12-27,3282,2022,1443,695,1456,673,1342,1,0,215
2024-12-28,3323,2290,1518,674,1497,761,1293,0,3,235
2024-12-29,3430,2047,1559,744,1590,747,1455,1,1,296
2024-12-30,3383,1875,1529,667,1453,716,1319,1,2,220
2024-12-31,2839,1756,1438,624,1868,594,1207,0,3,213
2025-01-01,3085,1724,1448,591,1361,653,1208,1,1,198
2025-01-02,3469,1816,1577,608,1441,618,1295,0,0,201
2025-01-03,3869,1787,1612,613,1375,626,1296,0,1,217
2025-01-04,4133,2102,1915,684,1634,675,1510,1,0,261
2025-01-05,4219,2020,1867,716,1518,714,1368,1,1,249
2025-01-06,3726,1746,1724,717,1437,603,1222,2,1,182
2025-01-07,3693,1720,1923,620,1432,752,1284,1,1,205
2025-01-08,4162,1688,1768,693,1469,824,1285,0,1,231
2025-01-09,3840,1950,1952,706,1522,805,1298,3,1,203
2025-01-10,3918,2363,1630,691,1466,776,1386,1,2,205
2025-01-11,4587,2353,1645,680,1462,1040,1432,0,3,267
2025-01-12,4665,2336,1816,649,1552,1019,1475,4,2,282
2025-01-13,4177,2224,1740,643,1418,750,1306,1,2,247
2025-01-14,4187,1813,1755,594,1444,769,1344,3,0,205
2025-01-15,3973,1776,1728,614,1442,821,1382,7,3,210
2025-01-16,4087,2263,1655,580,1290,864,1320,4,1,229
2025-01-17,4342,2049,1943,559,1489,830,1355,4,0,190
2025-01-18,4964,2160,1647,561,1463,1032,1543,1,2,235
2025-01-19,4957,2062,1606,601,1453,937,1477,1,1,274
2025-01-20,4100,1712,1682,576,1292,658,1397,3,3,236
2025-01-21,4170,1651,1780,682,1331,582,1301,3,1,210
2025-01-22,4165,1728,1753,657,1299,686,1333,5,1,211
2025-01-23,4401,13267,1716,661,1335,796,1502,4,58,224
2025-01-24,4048,3805,1622,574,1267,792,1354,1,1,193
2025-01-25,4996,2720,1492,533,1448,1044,1451,1,0,221
2025-01-26,5149,2437,1673,575,1488,993,1472,2,1,263
2025-01-27,4530,1903,1773,507,1442,677,1374,4,2,204
2025-01-28,4303,2097,1638,548,1464,712,1229,1,2,232
2025-01-29,4391,2164,1617,535,1630,803,1316,2,2,209
2025-01-30,4252,1974,1640,563,1476,727,1326,0,0,195
2025-01-31,4374,2058,1553,705,1298,808,1238,0,2,206
2025-02-01,4856,3046,1429,461,1373,905,1331,4,1,232
2025-02-02,5055,2675,1525,456,1296,877,1394,1,0,246
2025-02-03,4122,1801,1755,450,1527,642,1266,20,3,244
2025-02-04,4487,1732,1676,458,1495,658,1305,1,2,278
2025-02-05,4220,1655,1573,475,1369,684,1312,7,0,207
2025-02-06,4103,1821,1577,461,1464,689,1392,4,3,215
2025-02-07,3834,2381,1520,458,1296,655,1336,2,2,209
2025-02-08,4521,5821,1416,503,1233,849,1253,1,1,204
2025-02-09,4540,2159,1532,685,1276,818,1361,3,1,199
2025-02-10,3636,1662,1708,492,1231,602,1133,8,1,204
2025-02-11,4945,1851,1534,510,1159,594,1243,4,0,200
2025-02-12,3987,1892,1501,528,1264,619,1188,1,1,221
2025-02-13,3749,1894,1628,474,1364,689,1337,2,1,187
2025-02-14,3773,1914,1413,454,1366,725,1277,2,2,199
2025-02-15,4258,1952,1400,440,1419,905,1334,3,1,209
2025-02-16,4765,1898,1440,470,1271,756,1349,1,6,211
2025-02-17,4324,1813,1617,462,1299,661,1416,2,5,224
2025-02-18,4576,1662,1520,428,1261,657,1251,2,0,188
2025-02-19,4387,1606,1561,503,1341,675,1315,1,2,223
2025-02-20,4229,1721,1552,498,1346,647,1186,0,0,241
2025-02-21,4428,1691,1937,433,1256,657,1144,1,1,252
2025-02-22,5015,2053,1552,430,1255,631,1423,3,1,265
2025-02-23,4741,2113,1560,488,1396,559,1424,3,3,250
2025-02-24,4195,1762,1582,381,1334,458,1227,0,0,223
2025-02-25,4368,2216,1729,452,1380,507,1209,0,1,268
2025-02-26,4366,2329,1687,389,1323,463,1179,2,2,206
2025-02-27,16319,1914,1648,382,1345,528,1223,1,0,228
2025-02-28,9399,1871,1445,394,1301,548,1188,1,1,197
2025-03-01,6715,2073,1459,389,1267,642,1189,4,0,195
2025-03-02,6162,2204,1580,472,1375,601,1337,5,1,230
2025-03-03,4980,4084,1576,372,1288,451,1176,1,0,273
2025-03-04,4719,3499,1553,347,1239,417,1298,1,3,646
2025-03-05,4979,2387,1508,344,1307,492,1358,1,3,653
2025-03-06,4937,1816,1469,530,1268,486,1354,1,2,209
2025-03-07,4630,1958,1460,471,1249,486,1189,1,0,238
2025-03-08,5134,1941,1359,330,1232,606,1309,1,1,235
2025-03-09,5439,2539,1536,345,1341,570,1473,0,1,695
2025-03-10,4722,2540,1555,329,1224,443,1418,3,1,716
2025-03-11,4441,1645,1628,538,1305,468,1236,1,3,242
2025-03-12,4719,1541,1559,509,1212,476,1262,0,3,214
2025-03-13,4749,1578,1562,353,1154,388,1267,3,2,213
2025-03-14,5026,2051,1396,306,1142,470,1321,16,2,644
2025-03-15,5335,2729,1338,340,1112,557,1471,27,1,840
2025-03-16,5780,1839,1341,505,1218,505,1416,9,0,360
2025-03-17,5229,1786,1514,536,1342,416,1366,1,1,244
2025-03-18,4823,3581,1589,353,1189,425,1191,2,0,238
2025-03-19,5074,2200,1507,335,1121,420,1159,0,0,693
2025-03-20,4892,2304,1449,314,1098,452,1131,0,0,653
2025-03-21,5513,1824,1433,370,1082,488,1099,1,10,289
2025-03-22,5559,1730,1310,440,1131,497,1121,2,8,335
2025-03-23,5999,1859,1447,427,1111,543,1142,1,2,254
2025-03-24,5288,2452,1511,377,1202,472,1284,2,1,456
2025-03-25,5427,2455,1370,353,1236,428,1275,0,0,617
2025-03-26,5223,1808,1442,389,1164,441,1365,1,0,404
2025-03-27,5185,1464,1516,443,1235,413,1001,2,0,250
2025-03-28,4622,1584,1291,376,1150,447,1027,1,1,227
2025-03-29,5110,1947,1272,329,1122,533,1253,1,0,1471
2025-03-30,5611,1823,1254,335,1201,528,1157,2,2,1671
2025-03-31,5119,1578,1375,319,1107,474,1032,3,1,252
2025-04-01,4878,1480,1377,318,1074,419,982,1,2,700
2025-04-02,5087,1478,1520,300,1092,429,985,1,1,245
2025-04-03,4955,1343,1311,322,1030,389,941,2,0,249
2025-04-04,4979,1425,1260,292,1096,415,1033,5,0,260
2025-04-05,5646,1498,1192,287,1015,543,991,3,3,256
2025-04-06,6672,1500,1369,336,1125,490,1010,0,0,299
2025-04-07,5052,1370,1399,322,1024,434,932,2,0,267
2025-04-08,5620,1389,1466,305,1514,414,1061,1,0,237
2025-04-09,5103,1385,1420,299,1135,430,972,0,0,244
2025-04-10,5477,4121,1770,349,1058,444,975,2,0,242
2025-04-11,5348,3182,1514,299,1030,496,1010,0,0,251
2025-04-12,5518,2118,1281,338,1091,512,966,1,1,265
2025-04-13,5906,2029,1318,308,1134,511,995,2,0,300
2025-04-14,5289,1677,1556,299,1092,491,931,2,1,201
